similarity,sentence1,sentence2
2,small girl unwrapping green present toys strewn around,girl surrounded toys
1,small girl unwrapping green present toys strewn around,christmas
0,small girl unwrapping green present toys strewn around,girl climbing mountain
0,man backwards baseball cap black shirt blue shorts behind steering wheel boat flag behind,cap forwards
1,man backwards baseball cap black shirt blue shorts behind steering wheel boat flag behind,boat fast
2,man backwards baseball cap black shirt blue shorts behind steering wheel boat flag behind,shirt black
0,woman sitting outside holding two cats,women holding dog
2,woman sitting outside holding two cats,person sitting holding cats
1,woman sitting outside holding two cats,person likes cats
1,green bike parked next door,bike chained door
2,green bike parked next door,bike outside
0,green bike parked next door,bike jet pack
0,two men exchange conversation crowded place,two women exchange conversation crowded place
2,two men exchange conversation crowded place,two men exchange conversation crowded arena
2,two men exchange conversation crowded place,two men conversation crowded place
0,white dog brown ears runs gravel path ball mouth,dog runs dirt path bone mouth
2,white dog brown ears runs gravel path ball mouth,dog runs path
1,white dog brown ears runs gravel path ball mouth,dog runs path green ball
0,boy wearing blue hooded top holding baby goat arms,boy ran goat
1,boy wearing blue hooded top holding baby goat arms,goat jumped boys arms
2,boy wearing blue hooded top holding baby goat arms,boy holding animal
0,blondhaired lady gray tank top jeans holding phone puts hand hair darkhaired lady walks next,two people sliding hill bottoms
2,blondhaired lady gray tank top jeans holding phone puts hand hair darkhaired lady walks next,two women
1,blondhaired lady gray tank top jeans holding phone puts hand hair darkhaired lady walks next,woman best friend walk hallway
2,two people ride yellow motorcycles,two people motorcycles
1,two people ride yellow motorcycles,two people racing motorcycles
0,two people ride yellow motorcycles,two people riding horses
0,brown dog opens mouth catch piece food,dog sleeping
2,brown dog opens mouth catch piece food,dog catches food
2,brown dog catch treat,brown dog given treat
1,brown dog catch treat,brown dog receives rawhide treat
0,brown dog catch treat,cat licking
2,dog catching treat,dog looking treat
0,dog catching treat,cat catching treat
2,dog catching treat,animal catching treat
2,greyhounds running quickly race,dogs running quickly race
2,greyhounds running quickly race,big greyhounds running quickly race
0,greyhounds running quickly race,cats running quickly race
2,three dogs racing racetrack,three animals move ground
1,three dogs racing racetrack,three dogs chase rabbit racetrack
0,three dogs racing racetrack,three cats race track
0,sitting man spraying squirt bottle pedestrian holding umbrella head,man reads paper
2,sitting man spraying squirt bottle pedestrian holding umbrella head,man sits
2,sitting man spraying squirt bottle pedestrian holding umbrella head,man sits makes mischief
1,man beard curly hair beard wearing green shirt navy blue jacket standing still looking red sunglasses,man walking stick
0,man beard curly hair beard wearing green shirt navy blue jacket standing still looking red sunglasses,man crouched
2,man beard curly hair beard wearing green shirt navy blue jacket standing still looking red sunglasses,man feet
1,little girl sitting bench park,little girl fun
2,little girl sitting bench park,little girl park
0,little girl sitting bench park,little girl sitting home couch
2,little blond boy throwing soapy sponge moms car,small boy throws sponge car
1,little blond boy throwing soapy sponge moms car,small boy mad mother throws sponge car
0,little blond boy throwing soapy sponge moms car,small boy playing park
1,woman wearing red hat black coat,woman blonde
2,woman wearing red hat black coat,someone wearing red hat
1,woman wearing red hat black coat,woman asleep
1,young oriental girl receives help science project adult completely seen image,teacher guides student regards homework
2,young oriental girl receives help science project adult completely seen image,girl next another person
0,young oriental girl receives help science project adult completely seen image,girl sitting wooden horse merrygoround
1,older woman wearing blue rag head holding young child,older woman grandson
0,older woman wearing blue rag head holding young child,older woman carrying heavy boulder
2,older woman wearing blue rag head holding young child,older woman holding something
2,friends running race hand hand,people running holding hands
0,friends running race hand hand,people punching
1,friends running race hand hand,people running holding hands love
2,young girls running along park,girls run outside park
1,young girls running along park,several girls run race together park
0,young girls running along park,several girls sit desks study
2,band playing fans watching,fans watch band play
1,band playing fans watching,fans watch hard rock band play
0,band playing fans watching,band watches fans play
2,small child playing dusty square,child playing
0,small child playing dusty square,teenager playing room
1,small child playing dusty square,child playing doll
1,man holding sleeping child walks woman,husband wife carry son street
0,man holding sleeping child walks woman,two men carry sleeping dog road
2,man holding sleeping child walks woman,man woman walk carrying sleeping child
2,two children swimming trunks standing water sprinkler crowd looks,crowd watches children play sprinkler
0,two children swimming trunks standing water sprinkler crowd looks,play xbox sprinkler
1,two children swimming trunks standing water sprinkler crowd looks,two brothers play water without even noticing crowd
2,two women behind net check cellphones two men sitting curb chat,two women checking celluar devices
0,two women behind net check cellphones two men sitting curb chat,two women asleep two men driving
1,two women behind net check cellphones two men sitting curb chat,two women checking cellphones wives two men curb
1,asian woman looking camera trimming asparagus,woman prepares asparagus casserole
0,asian woman looking camera trimming asparagus,man cleans carrots
2,asian woman looking camera trimming asparagus,woman cuts vegetables
2,man green celtics hat woman wearing black sweater display identical tattoos right wrists,man woman display identical tattoos
0,man green celtics hat woman wearing black sweater display identical tattoos right wrists,two men show identical tats
1,young girl jumps high help bungie harness device safety spotter,child participates trampoline practice
0,young girl jumps high help bungie harness device safety spotter,child sits trampoline
2,young girl jumps high help bungie harness device safety spotter,child jumps high assisted spotter harness
2,man chopping wood pushed another person,man chopping wood
0,man chopping wood pushed another person,two dogs airplane
1,man chopping wood pushed another person,two lumberjacks horseplaying
2,man small 4 wheeled vehicle flying air,man air
0,man small 4 wheeled vehicle flying air,man bike
1,man small 4 wheeled vehicle flying air,vehicle black
0,baby wearing yellow pretending doctor inside stroller,baby wearing red pretending fire fighter
1,baby wearing yellow pretending doctor inside stroller,baby wants doctor heshe grows
2,baby wearing yellow pretending doctor inside stroller,baby role playing professional
2,woman green stands hands hips,woman wearing green clothes
0,woman green stands hands hips,woman raising hands
1,woman green stands hands hips,mother angry
0,two people green forest,people arctic
1,two people green forest,people friends
2,two people green forest,forest dead
2,rock climber climbs steep mountain,climber climbs mountain
2,rock climber climbs steep mountain,climber trying get top mountain
0,rock climber climbs steep mountain,climber fell mountain
2,woman blue dress sweeping floor cobblestone road,woman wears dress sweeps
0,woman blue dress sweeping floor cobblestone road,man mops road
1,woman blue dress sweeping floor cobblestone road,woman sweeps preparation
1,girl lays wooden deck piece clothing covering face,person taking nap summer afternoon
2,girl lays wooden deck piece clothing covering face,person laying deck
0,girl lays wooden deck piece clothing covering face,person running around yard chasing stick
1,man fist shares ego another man brown shirt,man brown shirt scared
1,man fist shares ego another man brown shirt,fighting
0,man fist shares ego another man brown shirt,men sharing ice cream
1,young man young women white lab coats reading biology textbook together looking microscope laboratory,two scientists conducting experiment
0,young man young women white lab coats reading biology textbook together looking microscope laboratory,two students creating deadly bomb order destroy entire country
2,young man young women white lab coats reading biology textbook together looking microscope laboratory,two people referencing textbook laboratory
0,man wearing glasses dark coat looks something left picture,man dark coat takes photo
2,man wearing glasses dark coat looks something left picture,man dark coat looks side
1,man wearing glasses dark coat looks something left picture,mark dark coat looks someone else
0,woman wearing yellow white outfit exiting vehicle using city transportation,man black enters subway car
1,woman wearing yellow white outfit exiting vehicle using city transportation,woman dressed white pants yellow blouse exits large city bus
2,woman wearing yellow white outfit exiting vehicle using city transportation,woman brightly colored outfit exits public transportation vehicle
2,brownhaired woman talking man backpack,woman talking man
0,brownhaired woman talking man backpack,man swinging tree
1,brownhaired woman talking man backpack,man women flirting
0,young boy black teeshirt stands corner two men parallel engaged activity,boy wearing blue shirt
2,young boy black teeshirt stands corner two men parallel engaged activity,boy wearing black shirt
1,young boy black teeshirt stands corner two men parallel engaged activity,boy watching two men spar
0,group people playing guitars singing,group watching television waiting lottery numbers come
2,group people playing guitars singing,several people photo making music
1,group people playing guitars singing,group folk music band practicing first gig
1,group three women one man singing one woman plays guitar,tall people singing
2,group three women one man singing one woman plays guitar,people singing
0,group three women one man singing one woman plays guitar,nobody singing
1,young man moving aside let young woman pass,man checks woman passes
0,young man moving aside let young woman pass,man pushes woman runs past
2,young man moving aside let young woman pass,man lets woman pass
0,lefthanded pitcher wearing number 40 throwing ball catcher,dog sleeps
1,lefthanded pitcher wearing number 40 throwing ball catcher,throws strike
2,lefthanded pitcher wearing number 40 throwing ball catcher,person pitches ball
0,man blue shirt man helps cyclist man gray jacket watches,man wearing black shirt
2,man blue shirt man helps cyclist man gray jacket watches,man wearing blue shirt
1,man blue shirt man helps cyclist man gray jacket watches,cyclist wiped trying get
0,toddler walking along path,toddler asleep
2,toddler walking along path,toddler walking
1,toddler walking along path,toddler walking mom
2,two young males playing basketball basketball court,pair boys taking part sporting activity
0,two young males playing basketball basketball court,one sons holding baseball bat
1,two young males playing basketball basketball court,high school freshmen practice hopes making varsity
1,two black dogs running,two black dogs running beside
0,two black dogs running,two dogs white
2,two black dogs running,two dogs black
0,woman dressed blue longsleeved shirt wearing hairnet,woman naked alone bathroom
1,woman dressed blue longsleeved shirt wearing hairnet,woman something head
2,one football player holding ball chased another football player opposing team,player chased another player
1,one football player holding ball chased another football player opposing team,woman ball chased football player
2,one football player holding ball chased another football player opposing team,football playing chasing opposing teams player game
2,woman redhair wearing black tank top short jeans shorts appears yelling,woman redhair screams
0,woman redhair wearing black tank top short jeans shorts appears yelling,woman redhair hold hand mouth absolute silence
1,woman redhair wearing black tank top short jeans shorts appears yelling,woman redhair wearing black tank top screams son crossing road without looking ways
0,scientist checkered shirt looking microscope learn world,scientist talking cellphone
2,scientist checkered shirt looking microscope learn world,scientist using microscope
1,scientist checkered shirt looking microscope learn world,scientist close scientific breakthrough
2,saltandpepperhaired man beard glasses wearing black sits grass,elderly bearded man sitting grass
1,saltandpepperhaired man beard glasses wearing black sits grass,man waiting someone sitting grass
0,saltandpepperhaired man beard glasses wearing black sits grass,man sitting inside car
0,man wearing glasses black clothing sitting man vest drinks background,man wearing glasses white clothing
2,man wearing glasses black clothing sitting man vest drinks background,man wearing glasses black clothing
1,man wearing glasses black clothing sitting man vest drinks background,man wearing glasses light black clothing
0,two people wearing winter clothes stand near pole winter scene,dog chases two cows
2,two people wearing winter clothes stand near pole winter scene,people stand near pole
1,two people wearing winter clothes stand near pole winter scene,people talk sticking tongue pole
2,family day beach,families beach today
1,family day beach,lot families beach today
0,family day beach,families allowed beach today
1,man blue pants trick skateboard,man kickflip skateboard
2,man blue pants trick skateboard,man rides skateboard
0,man blue pants trick skateboard,woman rides skateboard
2,young girls redhair wearing jeans black vest jumps air sandy hill,person jumping outside
0,young girls redhair wearing jeans black vest jumps air sandy hill,young girl sitting kitchen table
2,man black longsleeved teeshirt walking street cane,man walking caine
1,man black longsleeved teeshirt walking street cane,man walking store
0,man black longsleeved teeshirt walking street cane,cat hanging ledge
1,two construction workers truck conversation,two people arguement
0,two construction workers truck conversation,two people outside truck
2,two construction workers truck conversation,two people talking
0,numerous people sitting dim lit room talking drinking coffee using computers,man sits alone drinking scotch sunlight beach internet connection
1,numerous people sitting dim lit room talking drinking coffee using computers,many people staff meeting
2,numerous people sitting dim lit room talking drinking coffee using computers,people dimly lit room drinking coffee
1,two women wearing boots holding bags talking,women talking shopping trips
0,two women wearing boots holding bags talking,two men wearing boots holding bags talking
2,two women wearing boots holding bags talking,people holding bags talking
1,np prp vp vbp vp vbg using np np dt nn guitar cc np nns drums,root np dt jj female nn belly nn dancer vp vbz vp vbg performing pp np np nn front pp np dt nn audience pp np np cd 2 nns males pp behind np prp jj supplying nn music
0,np prp vp vbp vp vbg using np np dt nn guitar cc np nns drums,root np np dt nn belly nn dancer cc np cd two jj male nns musicians vp vbp vp vbg sleeping pp np dt nn boat
2,np prp vp vbp vp vbg using np np dt nn guitar cc np nns drums,root np dt nn female vp vbz np nns clothes pp np np cd two nns males vp vbg holding np jj musical nns instruments
0,ceremony one man speaking another man adjusting robes person whose faces partially covered held mosque many observers,everyone silent
1,ceremony one man speaking another man adjusting robes person whose faces partially covered held mosque many observers,preparing rite
1,man without shirt walking towards gas station,shirtless man holding gas container walking gas station
0,man without shirt walking towards gas station,shirtless man entering wendys
2,man without shirt walking towards gas station,shirtless man walking gas station
0,young female striped shirt holding baby boy red striped outfit,young woman holding fruit basket
2,young female striped shirt holding baby boy red striped outfit,young woman holding baby boy
1,young female striped shirt holding baby boy red striped outfit,young woman holder son
1,large group old people riding boats river,geriatric group student canoeists follow instructor
0,large group old people riding boats river,bunch older people enjoy tea time
2,large group old people riding boats river,mob elderly riding water crafts
1,elderly man sleeping outdoor chair another woman sits next,two people outside
1,elderly man sleeping outdoor chair another woman sits next,man wife relaxing outside
0,elderly man sleeping outdoor chair another woman sits next,two women relaxing outside
1,male female ballerinas dancing together holding slightly air,man women exercising
2,male female ballerinas dancing together holding slightly air,man women dancing
0,woman long dark hair carrying bag shoulder says hot metallic pink letters,blond back pack arm tiny skulls
2,woman long dark hair carrying bag shoulder says hot metallic pink letters,brunette completes look trendy bag spells hot flashy pink letters
1,woman long dark hair carrying bag shoulder says hot metallic pink letters,lady carries lunch work shoulder bag hot written
0,young man wearing bandanna lifting weights barbell,man wearing dress
1,young man wearing bandanna lifting weights barbell,man muscular
2,young man wearing bandanna lifting weights barbell,man exercising
0,red biplane leaves white trail blue sky,red plane landing ground
2,red biplane leaves white trail blue sky,airplane flying sky
0,man lady wearing glasses sitting red chairs talking john mccain,five people meeting
2,man lady wearing glasses sitting red chairs talking john mccain,two people talking john mccain
1,man lady wearing glasses sitting red chairs talking john mccain,two people coffee john mccain
2,man dark suit talks middleaged man woman stage front large logo letter numeral five within,couple people stand stage
1,man dark suit talks middleaged man woman stage front large logo letter numeral five within,couple people sitting room
1,man dark suit talks middleaged man woman stage front large logo letter numeral five within,couple people presenting conference
1,man short hair moves wooden structure,man moves wooden post
0,man short hair moves wooden structure,dog walks fence
1,man short hair moves wooden structure,man fixes wooden fence
1,blond girl brunette brown hanging gymnastic ropes,girls gymnastic class
0,blond girl brunette brown hanging gymnastic ropes,girls playing volley ball
2,blond girl brunette brown hanging gymnastic ropes,girl hanging gymnastic ropes
0,woman completed release game bowling,woman completing backswing golf course
2,woman completed release game bowling,woman bowling bowling alley
0,person wearing helmet riding suit riding four wheeler dusty plot land,person wearing helmet watching tv
1,person wearing helmet riding suit riding four wheeler dusty plot land,person riding four wheeler dusty plot land get work
2,person wearing helmet riding suit riding four wheeler dusty plot land,person riding four wheeler plot land
2,two young adult passengers vehicle sleeping,two people sleeping vehicle
1,two young adult passengers vehicle sleeping,two family members asleep back seat vehicle
0,two young adult passengers vehicle sleeping,two people talking driving vehicle
1,woman smiling hold two white dishes food also table full food table,woman proud culinary accomplishments
0,woman smiling hold two white dishes food also table full food table,woman becomes violently nauseous sight food
2,woman smiling hold two white dishes food also table full food table,woman surrounded lots food
2,group numbered participants walk street together,group walks street
1,group numbered participants walk street together,participants wait beginning walkathon
0,group numbered participants walk street together,man cooks chili
1,young boy green shirt blue pants playing blue toy train wooden track,young boy pretending train engineer
2,young boy green shirt blue pants playing blue toy train wooden track,young boy playing wooden train set
0,young boy green shirt blue pants playing blue toy train wooden track,young boy driving pedal car sidewalk
0,boy blue life jacket jumps board lake,life jacket red
1,boy blue life jacket jumps board lake,boy happy
2,boy blue life jacket jumps board lake,boy jumps water
1,people getting ready cut birthday cake,got ready cut cake christmas
2,people getting ready cut birthday cake,got ready cut cake
0,people getting ready cut birthday cake,ate dogs lunch
1,bronzeskinned woman walks pedestrian path form fitting dress,woman going hot date
0,bronzeskinned woman walks pedestrian path form fitting dress,woman sits bathtub
2,bronzeskinned woman walks pedestrian path form fitting dress,woman walks pedestrian path
0,soldier watches train zooms,soldier sleeping bunk
2,soldier watches train zooms,soldier watching train
1,soldier watches train zooms,soldier crossword watches train
1,man brown hat beard holding twig,man trying start fire
2,man brown hat beard holding twig,man holds twig
0,man brown hat beard holding twig,girl eats banana
2,muzzled greyhounds racing along dog track,dogs outside race track
0,muzzled greyhounds racing along dog track,dogs shelter used
2,white cat sits wall,cat white
1,white cat sits wall,wall part cats home
0,white cat sits wall,cat bed
1,man walking front black cement wall bag shoulder,man alley
2,man walking front black cement wall bag shoulder,man taking walk
0,man walking front black cement wall bag shoulder,man outer space
1,girl posing wall city,girl taking picture upload facebook
0,girl posing wall city,girl pulling wagon along dirt trail
2,girl posing wall city,girl standing front wall
2,three men white black blue shirts jeans standing cliff ocean,people stand rocky cliff water
0,three men white black blue shirts jeans standing cliff ocean,three people buried sand
1,three men white black blue shirts jeans standing cliff ocean,man jump cliff water
0,young girl barefoot scarf head dips pen ink writes notebook,dog chases squirrel
2,young girl barefoot scarf head dips pen ink writes notebook,girl writing
1,young girl barefoot scarf head dips pen ink writes notebook,girl writes poem
0,group asian children gathered around circle listening older male white shirt,man wearing black shirt
1,group asian children gathered around circle listening older male white shirt,male telling asian kids story lion king
2,group asian children gathered around circle listening older male white shirt,male white shirt
0,group young men women crouched circle,men picture
1,group young men women crouched circle,people talking
2,group young men women crouched circle,men women young
1,woman wading pool front waterfall,woman sitting rubber floating device pool
0,woman wading pool front waterfall,women swimming pool chocolate
1,woman wading pool front waterfall,woman wearing bathing suit
1,skater performs stunt cement wall covered graffiti,skateboarder falling board onto concrete
1,skater performs stunt cement wall covered graffiti,city youth enjoying skateboard executing wall painted
2,skater performs stunt cement wall covered graffiti,skateboarder displaying skills
0,man woman talking party atmosphere crowd purple blue lights behind,two women sit looking bored party
1,man woman talking party atmosphere crowd purple blue lights behind,man flirts girl party hopes take home
2,man woman talking party atmosphere crowd purple blue lights behind,man woman talk party
1,woman black shirt attempts find bike midst crowded street,woman wearing short skirt crowded street
2,woman black shirt attempts find bike midst crowded street,woman crowded street
0,woman black shirt attempts find bike midst crowded street,woman skydiving
0,man bicycle stops rest leashed dogs,man walking pet dinosaur
1,man bicycle stops rest leashed dogs,man three dogs
2,man bicycle stops rest leashed dogs,man taking rest
2,girl hate ear flaps sweater,girl wears sweater
0,girl hate ear flaps sweater,girl takes shower wearing clothes
1,girl hate ear flaps sweater,girl wears hat sweater received christmas
0,girl cigarette hand guy green hat wave camera,one person present
2,girl cigarette hand guy green hat wave camera,multiple people present
1,girl cigarette hand guy green hat wave camera,girl smoking camel
2,two women embrace greetings one holding flowers greeting kiss,two people greeting eachother
1,two women embrace greetings one holding flowers greeting kiss,two elderly women greeting eachother years seeing eachother
0,two women embrace greetings one holding flowers greeting kiss,two women yelling eachother walking street
0,white race dog wearing number eight runs track,white race dog runs around yard
2,white race dog wearing number eight runs track,dog running
1,white race dog wearing number eight runs track,dog winning race
0,young boy dumping bag legos onto glass table,boy playing crayons
1,young boy dumping bag legos onto glass table,boy excited build castle legos
2,young boy dumping bag legos onto glass table,boy legos
2,cheerleader top cheerleading pyramid girls looking one background cheer,people
0,cheerleader top cheerleading pyramid girls looking one background cheer,group girls pile head cheerleader trying squash
2,cheerleader top cheerleading pyramid girls looking one background cheer,young women competing cheerleading competition
1,snowboarder jumps high air snowy ramp,snowboarder tries new board ramp
2,snowboarder jumps high air snowy ramp,snowboarder performs jump ramp
0,snowboarder jumps high air snowy ramp,snowboarder decides put snowshoes hop around snow
1,two kickboxers compete front live audience,auditorium audience watching live kickboxing
0,two kickboxers compete front live audience,kickboxer waiting one come
2,two kickboxers compete front live audience,competetion still going
2,little girl pink boots runs street,human running outdoors
1,little girl pink boots runs street,little girl yellow dress pink boots running street little boy
0,little girl pink boots runs street,little girl pink boots sitting chair
2,model standing next blue jeep,jeep blue
1,model standing next blue jeep,jeep new
0,model standing next blue jeep,woman driving jeep
2,man plaid pants vest speaking microphone group people nt appear looking,man wearing plaid
0,man plaid pants vest speaking microphone group people nt appear looking,one speaking
1,man plaid pants vest speaking microphone group people nt appear looking,man looking unhappy
2,man wearing tophat blue plaid pajama pants white shirt gold embroidered vest stands front american flag colorfully painted streetfront speaks crowd microphone,man top hat
0,man wearing tophat blue plaid pajama pants white shirt gold embroidered vest stands front american flag colorfully painted streetfront speaks crowd microphone,man sombrero
1,man wearing tophat blue plaid pajama pants white shirt gold embroidered vest stands front american flag colorfully painted streetfront speaks crowd microphone,man singing national anthem
0,man white tshirt blue shorts rock climbing sheer face,man dress snow boarding
2,man white tshirt blue shorts rock climbing sheer face,man tshirt shorts rock climbing
1,man white tshirt blue shorts rock climbing sheer face,man climbing mt everest
2,young puppy suckles mother,young puppy lays mothers stomach
1,young puppy suckles mother,puppys eyes still closed
0,young puppy suckles mother,bunch puppies race around house
1,children play sitandspin local playground others slide background,children trying enjoy outside snowstorm
2,children play sitandspin local playground others slide background,children playground
0,children play sitandspin local playground others slide background,children enjoying church service
2,three people standing dock boat looking something offcamera,three people standing dock
1,three people standing dock boat looking something offcamera,shark frame
0,three people standing dock boat looking something offcamera,ghost holding camera
2,little boy eating red popsicle,little boy eats red popsicle
0,little boy eating red popsicle,little boy sleeping
2,little boy eating red popsicle,little boy eating
2,small boy wearing blue shorts sitting bed,boy wearing shorts
1,small boy wearing blue shorts sitting bed,boy 6 years old
0,small boy wearing blue shorts sitting bed,boys shorts red
1,three children two boys one girl standing behind bars mouths open like screaming,children scream monster jumps
2,three children two boys one girl standing behind bars mouths open like screaming,children protected bars
0,three children two boys one girl standing behind bars mouths open like screaming,bars made jelly beans
2,girl wearing blue brown holding bags standing end tunnel,girls holding bags wearing blue brown standing end tunnel
0,girl wearing blue brown holding bags standing end tunnel,policeman looks deep hole using flashlight
1,girl wearing blue brown holding bags standing end tunnel,runaway girl wearing blue brown stands end tunnel holding bags
2,sidewalk flower cart vendor,flower seller sidewalk
0,sidewalk flower cart vendor,vendor baking cake
1,sidewalk flower cart vendor,tulip vendor curb
1,lady looks right holds mini camera,lady taking picture
0,lady looks right holds mini camera,lady looking left
2,lady looks right holds mini camera,lady holding device
1,woman holding camera,woman holds camera prepares take photo family
2,woman holding camera,woman holds camera hands
0,woman holding camera,man cuts hair
2,man blue shirt red scarf head holds piece fruit front wood container full fruit boy bicycles behind,boy bicycles behind man holding fruit
1,man blue shirt red scarf head holds piece fruit front wood container full fruit boy bicycles behind,boy bicycles behind father
0,man blue shirt red scarf head holds piece fruit front wood container full fruit boy bicycles behind,boy skateboards behind man holding fruit
0,woman reaching food supermarket,woman singing karaoke
1,woman reaching food supermarket,woman reaching frozen corn store
2,woman reaching food supermarket,woman groceries store
2,boy skateboard midair skate park,boy skateboarding
0,boy skateboard midair skate park,man horse
0,man skateboarding skateboarding park covered graffiti,man rollerblading
2,man skateboarding skateboarding park covered graffiti,man skateboarding
1,man skateboarding skateboarding park covered graffiti,man skateboarding place gang presence
0,brown german shepherd dog playing stick,dog sleeping dog bed
1,brown german shepherd dog playing stick,dog playing stick beach
2,brown german shepherd dog playing stick,dog playing
2,small blond child playing puzzle piece varying color leg someone else,small child playing something
0,small blond child playing puzzle piece varying color leg someone else,small child sleeping
1,small blond child playing puzzle piece varying color leg someone else,small child playing mom
2,person climbing cliff wall rocky shore using rope,person near body water
1,person climbing cliff wall rocky shore using rope,man climbs treacherous rocks reach fishing hole
0,person climbing cliff wall rocky shore using rope,man swimming favorite beach
0,several kids wait line front ice cream truck night,group teenagers concert
1,man white hat woman light blue jacket stopped busy street look something,couple stops look directions busy street
0,man white hat woman light blue jacket stopped busy street look something,man walks empty road
2,man white hat woman light blue jacket stopped busy street look something,man woman outside
0,old woman haggling goods local market,woman giving away stuff road
0,old woman haggling goods local market,woman sitting cafe
2,frightened boy carrying hammer ready defend,boy holding hammer
1,frightened boy carrying hammer ready defend,boy crying
0,frightened boy carrying hammer ready defend,boy swimming ocean
1,competitive bikers inside race cross line one biker blue white raising arm,bikers race competitively large cash prize
0,competitive bikers inside race cross line one biker blue white raising arm,competitive bikers swim ocean
1,competitive bikers inside race cross line one biker blue white raising arm,race competitive bikers inside track begins biker raises arm
2,two men one wearing red shirt another wearing blue shirt inspecting small tree others work background,two men stand outdoors
1,two men one wearing red shirt another wearing blue shirt inspecting small tree others work background,two lumberjacks consult tree
0,two men one wearing red shirt another wearing blue shirt inspecting small tree others work background,two men wearing color shirt stand alone indoors
0,two young men black tank tops playing set drums,old men playing guitars
2,two young men black tank tops playing set drums,guys black beat drums
2,two hikers climbing rocky snowy passage mountains,two people hike
1,two hikers climbing rocky snowy passage mountains,people hike top mountain
0,two hikers climbing rocky snowy passage mountains,girl bath tub
0,man blue shirt blue jeans rides dark brown horse white feet rodeo,man rides bike
0,man blue shirt blue jeans rides dark brown horse white feet rodeo,man home sleeping
1,man blue shirt blue jeans rides dark brown horse white feet rodeo,man black
0,five people wear name tags necklace pose together,people subway
2,five people wear name tags necklace pose together,people name tags taking picture together
1,five people wear name tags necklace pose together,coworkers seminar picture taken
0,man tank top holds metal bar wall,man driving car
1,man tank top holds metal bar wall,man demolishing house
1,five adults sitting stone steps,five adults sitting stone steps playing music
0,five adults sitting stone steps,three adults sitting stone steps 2 sitting railings
2,five adults sitting stone steps,five grownups sitting stone steps
1,people walking store,store grand opening
1,people walking store,people going shopping
0,people walking store,store closed
0,woman blue shirt black workout pants practicing martial arts front house,woman white shirt
2,woman blue shirt black workout pants practicing martial arts front house,woman blue shirt
1,woman blue shirt black workout pants practicing martial arts front house,woman light blue shirt
1,large tan dog running green item mouth,large tan dog running patch grass mouth
0,large tan dog running green item mouth,small terrier running bone mouth
2,large tan dog running green item mouth,large dog something green
2,people cars parking lot surrounded multiple building one word prology,parking lot people cars
1,people cars parking lot surrounded multiple building one word prology,parking lot full green white cars
0,people cars parking lot surrounded multiple building one word prology,building collapsed top bicycle
1,man striped shirt lady black hat watching young band perform stage,lady light black hat
0,man striped shirt lady black hat watching young band perform stage,lady white hat
2,man striped shirt lady black hat watching young band perform stage,lady black hat
0,little girl museum,little girl beach
1,little girl museum,person museum looking dinosaurs
2,little girl museum,person museum
0,greyhound jumps chain,dog sleeping chain
1,greyhound jumps chain,dog ran away racetrack
2,greyhound jumps chain,dog motion
1,group people wearing hats using walking sticks walking wooded area trail,tourists guided trip
2,group people wearing hats using walking sticks walking wooded area trail,bunch people outdoors
0,group people wearing hats using walking sticks walking wooded area trail,group people riding donkeys
0,guy pointing giant blackberry,woman tearing giant display
1,guy pointing giant blackberry,man pointing display put
2,guy pointing giant blackberry,man near blackberry display
0,young boy taking nap underneath piece cardboard reads connie facial tissues,sleeps large blanket
0,young boy taking nap underneath piece cardboard reads connie facial tissues,cardboard makes poor blanket
1,young boy taking nap underneath piece cardboard reads connie facial tissues,homeless boy takes nap outside
2,shirtless man wearing white shorts,man white shorts wearing shirt
1,shirtless man wearing white shorts,man white shorts lying park bench
1,shirtless man wearing white shorts,man white shorts running sidewalk
2,boy black swimsuit playing near water,boy playing near water
1,boy black swimsuit playing near water,boy building sandcastle near water
0,boy black swimsuit playing near water,girl playing near water
0,people cheer bicyclist rides bike ramp,people boo bike rider stands around motionless
1,people cheer bicyclist rides bike ramp,people cheer stunt rider jumps car ramp
2,people cheer bicyclist rides bike ramp,people celebrate athlete performs tricks
1,people stand boat dock waiting boat arrive,people waiting boat arrive start cruise
2,people stand boat dock waiting boat arrive,people waiting
0,people stand boat dock waiting boat arrive,people sitting cars highway
0,three men sit bench outside,three man run police
2,three men sit bench outside,three men sitting outside
1,three men sit bench outside,three businessmen sit bench discussing capital gains taxes
0,group people watching something,group people smoking cigarettes sitting bench park
2,group people watching something,group people look onward
1,group people watching something,group people whale watching
0,player black team telling something player red team,teams purple yellow uniforms
1,player black team telling something player red team,two teams relaxing match
2,player black team telling something player red team,teams black red uniforms
0,two dogs tied outside shop bicycle leaning wall shop,two dogs eatting pizza
2,two dogs tied outside shop bicycle leaning wall shop,two dogs tied near bicycles
2,two dogs tied outside shop bicycle leaning wall shop,two dogs tied outside
0,man blue shirt glasses points picture book front little girl stack books,man nothing face
1,man blue shirt glasses points picture book front little girl stack books,girl interested picture
2,man blue shirt glasses points picture book front little girl stack books,man attempting draw attention picture
2,two men white suits cheer,two men white suits acting excited
2,two men white suits cheer,two men white suits standing pumping fists air
0,two men white suits cheer,two men wearing black dresses
2,man bike large red umbrella gestures group people,guy riding bike
1,man bike large red umbrella gestures group people,man attempting get people come rain
0,man bike large red umbrella gestures group people,guy watching news tv
1,boy blue bathing suit jumps arms air backyard setting,boy jumps sprinklers
