similarity,sentence1,sentence2
entailment,Several people walking past a food cart on a city street.,People are outdoors.
entailment,Several people walking past a food cart on a city street.,There are food carts on the street.
contradiction,Several people walking past a food cart on a city street.,A crowd ran past the flower stand.
neutral,Several people walking past a food cart on a city street.,There are many people walking toward the parade grounds.
contradiction,Several people walking past a food cart on a city street.,The couple sits at a booth looking at a menu.
neutral,Several people walking past a food cart on a city street.,People are purchasing items from food carts.
contradiction,Several people walking past a food cart on a city street.,The city street where food carts are parked is empty of people.
neutral,Several people walking past a food cart on a city street.,Dozens of people walk past a smelly lunch truck.
neutral,Several people walking past a food cart on a city street.,The food cart is selling hot dogs.
neutral,A vendor on a busy street is selling food.,A vendor is selling hotdogs.
contradiction,A vendor on a busy street is selling food.,A vendor is selling hat.
entailment,A vendor on a busy street is selling food.,A vendor is located outdoors.
contradiction,hotdog stand on a busy street,A hot dog stand parked next to a house.
entailment,hotdog stand on a busy street,A hot dog stand is set up on a crowded road.
neutral,hotdog stand on a busy street,A hot dog stand on a busy street with a line stretching back.
neutral,"There is a group of people standing around, looking like they are waiting for something.",the skateboard was black
contradiction,"There is a group of people standing around, looking like they are waiting for something.",the birds were short necked
entailment,"There is a group of people standing around, looking like they are waiting for something.",a couple was there
neutral,A man in a striped shirt and two redheaded boys are posing for a picture outside.,A family just started a photoshoot.
entailment,A man in a striped shirt and two redheaded boys are posing for a picture outside.,The boys are getting their picture taken.
neutral,A man in a striped shirt and two redheaded boys are posing for a picture outside.,A man and his sons stand outside
neutral,A man in a striped shirt and two redheaded boys are posing for a picture outside.,A family is watching the camera man waiting for him to take the picture.
contradiction,A man in a striped shirt and two redheaded boys are posing for a picture outside.,A man in a solid white shirt and two black-haired boys pose for pictures inside.
neutral,A man in a striped shirt and two redheaded boys are posing for a picture outside.,A man and his sons pose for pictures.
contradiction,A man in a striped shirt and two redheaded boys are posing for a picture outside.,The three males are inside.
contradiction,A man in a striped shirt and two redheaded boys are posing for a picture outside.,A man is standing alone waiting on his picture to be taken.
contradiction,A man in a striped shirt and two redheaded boys are posing for a picture outside.,A woman and her daughters pose for a picture
contradiction,A man in a striped shirt and two redheaded boys are posing for a picture outside.,A lady is taking a selfie.
entailment,A man in a striped shirt and two redheaded boys are posing for a picture outside.,3 people pose for a picture
entailment,A man in a striped shirt and two redheaded boys are posing for a picture outside.,A group of people are about to get their picture taken.
entailment,A man in a striped shirt and two redheaded boys are posing for a picture outside.,People are having a picture taken.
neutral,A man in a striped shirt and two redheaded boys are posing for a picture outside.,The three males are a family.
entailment,A man in a striped shirt and two redheaded boys are posing for a picture outside.,Three people pose for a picture.
entailment,A group of people bundled in cold weather clothing standing in an empty lot with a forest in the background.,People are standing in an empty lot.
contradiction,A group of people bundled in cold weather clothing standing in an empty lot with a forest in the background.,The people are wearing their swimsuits.
neutral,A group of people bundled in cold weather clothing standing in an empty lot with a forest in the background.,It is snowing.
contradiction,A group of Asians and one Anglo stand outside bundled in winter clothing.,A group of french men are making bread.
neutral,A group of Asians and one Anglo stand outside bundled in winter clothing.,People are standing outside around the fire as it snows.
entailment,A group of Asians and one Anglo stand outside bundled in winter clothing.,People are standing outside.
neutral,A young father proudly smiles and poses with his two toddlers on a grass field.,A father poses with his two young sons.
contradiction,A young father proudly smiles and poses with his two toddlers on a grass field.,Parents stand outside with their two children.
entailment,A young father proudly smiles and poses with his two toddlers on a grass field.,A family is on a grassy field.
entailment,A bearded male looking closely at wood.,A man is looking at wood.
contradiction,A bearded male looking closely at wood.,A clean-shaven man is looking at the grass.
neutral,A bearded male looking closely at wood.,A bearded man is examining some recently-cut lumber.
neutral,An older man using a microscope to have more finesse in woodworking.,man teaches new technique
contradiction,An older man using a microscope to have more finesse in woodworking.,a girl sits by herself
entailment,An older man using a microscope to have more finesse in woodworking.,man doing woodworking
neutral,Man using magnifying glasses while working on a wood crafting project.,The man is asian.
entailment,Man using magnifying glasses while working on a wood crafting project.,The man is working on a project.
contradiction,Man using magnifying glasses while working on a wood crafting project.,The man is painting his fence.
entailment,A man working on a piece of wood.,A man working with wood.
contradiction,A man working on a piece of wood.,A man watches tv.
neutral,A man working on a piece of wood.,A man carves a figure out of wood.
entailment,A woman in a brilliant red dress participates in a military ceremony.,There is a woman at the ceremony.
contradiction,A woman in a brilliant red dress participates in a military ceremony.,The woman is flying in an airplane.
neutral,A woman in a brilliant red dress participates in a military ceremony.,The woman will give a speech.
neutral,Woman dressed in red standing in front of air force men standing in the background.,A woman in red stands in front of air force men as she sings a song.
entailment,Woman dressed in red standing in front of air force men standing in the background.,A woman in red stands in front of air force men.
contradiction,Woman dressed in red standing in front of air force men standing in the background.,A woman in a green dress sits in a chair in a crowd.
neutral,A woman in red stands before a group of military personnel and an airplane statue.,"A woman stands, observing the memorial service for the fallen soldier."
contradiction,A woman in red stands before a group of military personnel and an airplane statue.,A man cries at a military memorial service
entailment,A woman in red stands before a group of military personnel and an airplane statue.,A woman is wearing red
entailment,"A woman with brown hair and red lipstick, who is taking a picture with a plane behind her.",A woman with brown hair and red lipstick
neutral,"A woman with brown hair and red lipstick, who is taking a picture with a plane behind her.",A woman joyously with brown hair and red lipstick
contradiction,"A woman with brown hair and red lipstick, who is taking a picture with a plane behind her.",A woman with no brown hair and red lipstick
entailment,a woman in a black overcoat and red-hair with man in white walking behind her,A woman is near a man.
neutral,a woman in a black overcoat and red-hair with man in white walking behind her,The woman and man are a couple.
contradiction,a woman in a black overcoat and red-hair with man in white walking behind her,The people are sitting on the sidewalk.
entailment,a lone bicyclist jumping in the air over a ramp.,A person is riding a bicycle.
neutral,a lone bicyclist jumping in the air over a ramp.,A man performs a stunt on a bicycle.
contradiction,a lone bicyclist jumping in the air over a ramp.,A person is riding a unicycle.
entailment,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,Two people of opposite genders are not facing each other.
contradiction,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,A woman in a blue coat talks to a man in a green shirt.
entailment,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,A woman standing beside a man with his back turned.
contradiction,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,A man stands beside a women with her back turned.
contradiction,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,A dog is playing with a cat.
neutral,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,A couple just had a huge fight and are standing together but refuse to look at each other.
entailment,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,There is a man standing near the woman in a black jacket.
neutral,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,The woman is friends with the man in the white shirt.
entailment,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,A woman is with a man who is turned away.
neutral,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,A couple stands in a street during the day.
entailment,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,There are two people in the photograph.
neutral,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,A man turns his back just as he and a women were about to get their picture taken.
neutral,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,Two people are outside.
contradiction,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,There is nobody standing near the woman in the black jacket.
contradiction,There is a woman in a black jacket and sunglasses and a man in a white shirt with his back turned.,The world's largest snake is being watched by a film crew.
neutral,A woman wearing a black coat and sunglasses is standing in front of a man walking away with a backpack.,A woman and a man are getting ready to go on a trip outdoors.
entailment,A woman wearing a black coat and sunglasses is standing in front of a man walking away with a backpack.,A woman and a man are clothed.
contradiction,A woman wearing a black coat and sunglasses is standing in front of a man walking away with a backpack.,A woman with a backpack is fleeing the scene of a crime.
contradiction,Three adults enjoying food around a grill.,three cats eating lice
neutral,Three adults enjoying food around a grill.,three people enjoying their grilled food on a monday
entailment,Three adults enjoying food around a grill.,three people enjoying heir grilled food
neutral,A woman in a field of flowers is blowing on them.,I woman is running through a field happily.
contradiction,A woman in a field of flowers is blowing on them.,A woman is indoors.
entailment,A woman in a field of flowers is blowing on them.,A woman is outside.
neutral,"Man wearing sandals leaning against a tree, with other people in the background.",A man is leaning against a tree waiting for his friend.
contradiction,"Man wearing sandals leaning against a tree, with other people in the background.",A man is sitting down on the ground.
entailment,"Man wearing sandals leaning against a tree, with other people in the background.",A man is leaning against a tree.
neutral,A man does bike jumps in the dark in an empty pool.,A young man is practicing bike jumps for a contest.
entailment,A man does bike jumps in the dark in an empty pool.,A man is in an empty pool.
contradiction,A man does bike jumps in the dark in an empty pool.,A woman is washing her hair.
contradiction,"A little boy has fallen asleep in his food, which is sitting on a blue and yellow tablecloth.",A little girl sleeps on a couch.
neutral,"A little boy has fallen asleep in his food, which is sitting on a blue and yellow tablecloth.",A boy at a table hasn't finished his meal.
entailment,"A little boy has fallen asleep in his food, which is sitting on a blue and yellow tablecloth.",A sleeping boy sits at a table covered in a yellow and blue cloth.
entailment,A young boy is asleep at a table with his face on a plate.,A person is sleeping.
entailment,A young boy is asleep at a table with his face on a plate.,A  young boy has fallen asleep with his face on a plate.
entailment,A young boy is asleep at a table with his face on a plate.,Young boy sleeping
entailment,A young boy is asleep at a table with his face on a plate.,a boy sleeps at a table
neutral,A young boy is asleep at a table with his face on a plate.,Young boy tired after eating lunch
neutral,A young boy is asleep at a table with his face on a plate.,A child feel asleep at Thanksgiving dinner.
contradiction,A young boy is asleep at a table with his face on a plate.,"A young boy is running around, jumping up and down."
entailment,A young boy is asleep at a table with his face on a plate.,A boy is at the dinner table.
neutral,A young boy is asleep at a table with his face on a plate.,a boy is tired from a long day
contradiction,A young boy is asleep at a table with his face on a plate.,Young girl sleeping on couch
contradiction,A young boy is asleep at a table with his face on a plate.,a boy runs around a track
contradiction,A young boy is asleep at a table with his face on a plate.,The boy is laying in his bed.
contradiction,A young boy is asleep at a table with his face on a plate.,A boy is playing video games.
neutral,A young boy is asleep at a table with his face on a plate.,A boy has fallen asleep during dinner.
neutral,A young boy is asleep at a table with his face on a plate.,A boy fell asleep eating dinner.
entailment,The child is sleeping while he is eating.,A child is asleep near some food.
neutral,The child is sleeping while he is eating.,A child is sleeping in his high-chair.
contradiction,The child is sleeping while he is eating.,A child is running around the park.
contradiction,"Three human carriages that are not in service, two of them being used by barefoot men for shade on a hot day.",There are six carrriages.
neutral,"Three human carriages that are not in service, two of them being used by barefoot men for shade on a hot day.",They are white.
entailment,"Three human carriages that are not in service, two of them being used by barefoot men for shade on a hot day.",There are three carriages.
contradiction,A child asleep at a kitchen table.,The child is playing in his food.
neutral,A child asleep at a kitchen table.,The child had a long day.
entailment,A child asleep at a kitchen table.,The child is inside of a home.
entailment,A fully-padded hockey player sits on the ice holding his stick.,Fully-padded hockey player sits on ice holding stick.
neutral,A fully-padded hockey player sits on the ice holding his stick.,Hockey player sits holding stick.
contradiction,A fully-padded hockey player sits on the ice holding his stick.,Football player jumps holding ball.
neutral,A hockey goalie dressed in yellow and blue down on the ice.,A male Hockey goalie is down on the ice.
entailment,A hockey goalie dressed in yellow and blue down on the ice.,A goalie is on the ice.
contradiction,A hockey goalie dressed in yellow and blue down on the ice.,A socer goalie is down on the grass.
neutral,"A person is wearing a team uniform in blue and gold, seated on what is likely ice, with a goalie stick before him and the brand ""Reebok"" prominently displayed on uniform parts.",The hockey player fell down on the ice and lost control of his stick.
contradiction,"A person is wearing a team uniform in blue and gold, seated on what is likely ice, with a goalie stick before him and the brand ""Reebok"" prominently displayed on uniform parts.",A person is blowing bubbles near a dancing dog.
entailment,"A person is wearing a team uniform in blue and gold, seated on what is likely ice, with a goalie stick before him and the brand ""Reebok"" prominently displayed on uniform parts.",A man is playing hockey.
entailment,An ice hockey goalie in a yellow and blue uniform is kneeling on the ice holding his hockey stick in front of him.,A sports player is guarding the goal net placed on a rink.
neutral,An ice hockey goalie in a yellow and blue uniform is kneeling on the ice holding his hockey stick in front of him.,The goalie is paid to play hockey.
contradiction,An ice hockey goalie in a yellow and blue uniform is kneeling on the ice holding his hockey stick in front of him.,A man has the goal of sculpting ice with a stick
contradiction,"Two woman sitting, gambling at a Casino.","Two men sitting, gambling at a Casino."
entailment,"Two woman sitting, gambling at a Casino.","Two people sitting, gambling at a Casino."
neutral,"Two woman sitting, gambling at a Casino.","Two sad women sitting, gambling at a Casino."
neutral,A blond girl is looking bored while playing Poker.,The girl is losing the poker game.
entailment,A blond girl is looking bored while playing Poker.,A girl is playing a card game.
contradiction,A blond girl is looking bored while playing Poker.,The girl is playing Solitaire.
neutral,Women are contemplating their bets during a game involving gambling.,Women play a heated game of poker.
contradiction,Women are contemplating their bets during a game involving gambling.,A painting of dogs playing poker.
entailment,Women are contemplating their bets during a game involving gambling.,Women come to a moment of silence in their game.
neutral,A young blond woman sitting at a gambling table is fixating on something with apprehension.,"The woman has just bet her life-savings at the roulette wheel, and looks with extreme nervousness as the wheel spins."
entailment,A young blond woman sitting at a gambling table is fixating on something with apprehension.,There is one woman in this picture.
contradiction,A young blond woman sitting at a gambling table is fixating on something with apprehension.,"The woman is a civil rights leader, rallying people to march on the capital."
neutral,man in a white shirt giving a speech.,A politician is giving a speech.
contradiction,man in a white shirt giving a speech.,A woman is giving a speech.
entailment,man in a white shirt giving a speech.,A man is giving a speech.
neutral,A man in a white t-shirt addresses a crowd.,Adam Levine welcomes the crowd before a Maroon 5 concert.
contradiction,A man in a white t-shirt addresses a crowd.,A man in a blue shirt talks to himself.
entailment,A man in a white t-shirt addresses a crowd.,A crowd is addressed by a man in a white t shirt.
entailment,A woman blows dandelion puffs in a field.,The woman is outside.
neutral,A woman blows dandelion puffs in a field.,The women is practicing for the saxophone.
contradiction,A woman blows dandelion puffs in a field.,The woman is in labor.
contradiction,A man in a T-shirt that says GNU is at the front of the room in front of a group of people sitting.,People watch a game of baseball at the park.
neutral,A man in a T-shirt that says GNU is at the front of the room in front of a group of people sitting.,The class speaker lectures the students.
entailment,A man in a T-shirt that says GNU is at the front of the room in front of a group of people sitting.,A man is in front of people inside a room.
contradiction,"A man wearing a t-shirt that has ""gnu"" printed on it gives a technology presentation.",The man is eating lunch.
neutral,"A man wearing a t-shirt that has ""gnu"" printed on it gives a technology presentation.",The man is at work.
entailment,"A man wearing a t-shirt that has ""gnu"" printed on it gives a technology presentation.",A man is giving a presentation at work.
contradiction,"A pensive young man of Indian descent, sitting on the ground resting against a tree, with other people engaged in conversation in the background.",A man and woman is sitting on the couch eating chips.
entailment,"A pensive young man of Indian descent, sitting on the ground resting against a tree, with other people engaged in conversation in the background.",A man is sitting and listening to the conversations.
neutral,"A pensive young man of Indian descent, sitting on the ground resting against a tree, with other people engaged in conversation in the background.",A man trying to spy on his girlfriend is listening to a couple talk about going out.
contradiction,Two men walking down the sidewalk where cars are parked.,Nobody is walking.
neutral,Two men walking down the sidewalk where cars are parked.,Tall humans walking
entailment,Two men walking down the sidewalk where cars are parked.,Some humans walking
neutral,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",A woman is celebrating the 4th of July.
contradiction,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",Nobody is holding anything.
contradiction,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",The boat is in the air.
neutral,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",the group was in the boat eating foor in july
contradiction,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",the birds ate seeds
entailment,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",A person holding something
contradiction,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",The woman is eating a taco.
neutral,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",The people on the boat are eating French fries.
entailment,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",The woman is eating a hamburger.
neutral,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",The woman really likes the hamburger.
contradiction,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",The woman is standing on a mountain top.
entailment,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",A woman holds a hamburger.
entailment,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",the group was in the boat eating food
entailment,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",The woman is eating a hamburger.
neutral,"A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it, as she sits on a boat with four other young people who are drinking and eating.",A tall person holding something
entailment,"A brunette male reaching over a cubicle with a pointy stick, popping balloons.",a man pops balloons in the office
neutral,"A brunette male reaching over a cubicle with a pointy stick, popping balloons.",balloons being popped by office worker
contradiction,"A brunette male reaching over a cubicle with a pointy stick, popping balloons.",a man blows up balloons
neutral,"A man is mixing something in a large, round pan while several people are around him.",A chef is making a large dish for his friends.
entailment,"A man is mixing something in a large, round pan while several people are around him.",A man is mixing something.
contradiction,"A man is mixing something in a large, round pan while several people are around him.",A man is washing a large pan alone in his house.
entailment,A man handling ice cream cones.,The ice cream man has cones
neutral,A man handling ice cream cones.,The man is going to eat ice cream
contradiction,A man handling ice cream cones.,The man is an amputee
neutral,A child in a basketball outfit is doing a backflip as other boys cheer him on.,A child is doing a backflip while his friends are encouraging him.
entailment,A child in a basketball outfit is doing a backflip as other boys cheer him on.,A child is doing a backflip while some other kids are cheering.
contradiction,A child in a basketball outfit is doing a backflip as other boys cheer him on.,A child is doing karate while the group of kids are running away in fear
entailment,A doctor is talking with a patient.,A doctor is conversing with his patient.
neutral,A doctor is talking with a patient.,A doctor is conversing with his patient and gives him bad news.
contradiction,A doctor is talking with a patient.,A nurse is talking to the doctor.
entailment,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,The woman is not wearing a hospital gown.
contradiction,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,A vet is performing surgery on a cat.
neutral,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,A doctor is informing a woman she can leave the hospital.
entailment,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,The woman is a patient.
neutral,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,The woman in the blue hat is a patient.
contradiction,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,The woman in the blue hat is wearing a red sweatshirt.
entailment,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,a doctor attends to a woman in gray sweatshirt and blue hat
entailment,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,Two women are sitting together.
contradiction,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,a doctor lectures a class in a sewer
contradiction,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,The doctor is a vampire trying to feed off the woman.
contradiction,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,The doctor is going to kill the woman with the IV.
entailment,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,A woman is being visited by a doctor.
neutral,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,a doctor practices on a patient of hers
neutral,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,The doctor is wearing a white lab coat.
neutral,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,The woman is ill.
entailment,A woman wearing a sweatshirt and cap chats with a healthcare provider while receiving intravenous medicine.,The woman is helping a patient.
neutral,A woman wearing a sweatshirt and cap chats with a healthcare provider while receiving intravenous medicine.,The woman is a doctor.
contradiction,A woman wearing a sweatshirt and cap chats with a healthcare provider while receiving intravenous medicine.,The woman is performing an autopsy.
contradiction,The doctor is talking to the patient who is hooked up and receiving medication.,The doctor is on his lunch break.
neutral,The doctor is talking to the patient who is hooked up and receiving medication.,The patient has a needle in his arm.
entailment,The doctor is talking to the patient who is hooked up and receiving medication.,The doctor is treating a patient.
neutral,A female doctor is talking to an elderly patient having tests run.,A female doctor is running blood tests on the patient.
entailment,A female doctor is talking to an elderly patient having tests run.,A patient is visiting a doctor.
contradiction,A female doctor is talking to an elderly patient having tests run.,A female doctor is alone in her office.
entailment,People on a subway read their newspapers.,humans inside
neutral,People on a subway read their newspapers.,people traveling to work
contradiction,People on a subway read their newspapers.,a man walking his dingo
neutral,"A man stands on the side of the road, holding a cardboard sign.",A man is begging for money.
contradiction,"A man stands on the side of the road, holding a cardboard sign.",A man is crossing the road.
entailment,"A man stands on the side of the road, holding a cardboard sign.",A man is waiting outside
entailment,A man holds up a cardboard sign near a wall with red graffiti.,A man holds up a sign by a wall.
neutral,A man holds up a cardboard sign near a wall with red graffiti.,A man holds up a cardboard sign with some colored graffti on it.
contradiction,A man holds up a cardboard sign near a wall with red graffiti.,A man holds up a fork.
entailment,A man dressed in blue holds a sign while standing behind a couple of trees and in front of a large concrete wall with red writing on it.,a man is holding up a sign
contradiction,A man dressed in blue holds a sign while standing behind a couple of trees and in front of a large concrete wall with red writing on it.,there is a girl holding a sign
neutral,A man dressed in blue holds a sign while standing behind a couple of trees and in front of a large concrete wall with red writing on it.,The sign asked someone to marry them
entailment,A man in a black jacket is standing between two trees holding up a sign.,A man stands outside with a sign.
neutral,A man in a black jacket is standing between two trees holding up a sign.,A man advertises a business with the sign he holds.
contradiction,A man in a black jacket is standing between two trees holding up a sign.,A man sits inside on a sunny day.
entailment,A man stands with a cardboard sign on a road,The man is standing.
neutral,A man stands with a cardboard sign on a road,He is homeless.
contradiction,A man stands with a cardboard sign on a road,The man is sitting.
contradiction,Three construction workers dressed in bright orange are working on a road.,Three construction workers drinking Soft Beverage during rest
entailment,Three construction workers dressed in bright orange are working on a road.,Three construction workers working on a road
neutral,Three construction workers dressed in bright orange are working on a road.,Three construction workers working on rebuilding road
neutral,Three people wearing reflective clothing are working on the street.,Three construction workers wearing reflective clothing are working on the street.
entailment,Three people wearing reflective clothing are working on the street.,Three people are working.
contradiction,Three people wearing reflective clothing are working on the street.,Two people wearing black clothing are playing on the street.
entailment,Construction workers wearing bright orange suits are working on a road in the rain.,Construction workers working outdoors
contradiction,Construction workers wearing bright orange suits are working on a road in the rain.,People working in an office
neutral,Construction workers wearing bright orange suits are working on a road in the rain.,Construction workers working quickly to get out of the rain
neutral,Three road workers in orange jackets and pants clean up with a wheelbarrow.,Three prisoners in orange jackets and pants clean up trash with a wheelbarrow.
contradiction,Three road workers in orange jackets and pants clean up with a wheelbarrow.,Three road workers in blue jackets and pants clean up with brooms.
entailment,Three road workers in orange jackets and pants clean up with a wheelbarrow.,Three road workers  clean up.
entailment,A group of people standing and sitting on the ground.,There is a gathering of people outdoors.
contradiction,A group of people standing and sitting on the ground.,People are waiting for a movie to start in a theater.
neutral,A group of people standing and sitting on the ground.,People are standing and seated at an outdoor concert.
entailment,Three men wearing orange coats working on a street.,A group of men are wearing orange coats.
contradiction,Three men wearing orange coats working on a street.,The men are standing in a living room.
contradiction,Three men wearing orange coats working on a street.,Two females play board games inside.
entailment,Three men wearing orange coats working on a street.,Three men are outside.
contradiction,Three men wearing orange coats working on a street.,A group of men with orange shirts are playing golf.
entailment,Three men wearing orange coats working on a street.,Three men wear visible clothing outside.
neutral,Three men wearing orange coats working on a street.,The three men wearing orange coats are electrical engineers.
neutral,Three men wearing orange coats working on a street.,Three men work on a constuction project outside.
entailment,Three men wearing orange coats working on a street.,The men have tools of some kind.
neutral,Three men wearing orange coats working on a street.,A group of construction workers are wearing orange coats.
neutral,Three men wearing orange coats working on a street.,One of the men has a jackhammer in his hands.
neutral,Three men wearing orange coats working on a street.,Three construction workers are working on the street.
contradiction,Three men wearing orange coats working on a street.,Three women at a bachelorette party.
contradiction,Three men wearing orange coats working on a street.,The three men are inside their office.
entailment,Three men wearing orange coats working on a street.,Three men outside.
entailment,A white-haired man and a dark headed woman are standing in the forest while talking.,Two people are talking in among the trees.
neutral,A white-haired man and a dark headed woman are standing in the forest while talking.,A father and daughter are lost in the forest.
contradiction,A white-haired man and a dark headed woman are standing in the forest while talking.,Two kids are climbing trees.
neutral,A young woman and an elderly man standing in the woods.,A father and his daughter are standing together.
entailment,A young woman and an elderly man standing in the woods.,Two people are outside.
contradiction,A young woman and an elderly man standing in the woods.,Two people are watching television together.
contradiction,A man and a woman are standing in a forest.,two people are climbing a tree.
neutral,A man and a woman are standing in a forest.,two people are standing near trees.
entailment,A man and a woman are standing in a forest.,two people are standing.
neutral,Two people having a conversation outdoors.,Two people having a conversation in the garden.
contradiction,Two people having a conversation outdoors.,Three people having a conversation outdoors.
entailment,Two people having a conversation outdoors.,Two people having a conversation outside.
entailment,A old man and a woman stand in the woods.,Two people are outside.
neutral,A old man and a woman stand in the woods.,"Two people are standing, and looking at some trees."
contradiction,A old man and a woman stand in the woods.,Two people are standing in a shopping mall.
entailment,There is a man with glasses and a hat wearing a black suit jacket indoors.,A person with glasses.
contradiction,There is a man with glasses and a hat wearing a black suit jacket indoors.,A man in pajamas brushing his teeth.
neutral,There is a man with glasses and a hat wearing a black suit jacket indoors.,A man all dressed up for dinner.
neutral,The young man is performing a bicycle trick high in the air.,A daredevil is performing tricks on a bicycle.
entailment,The young man is performing a bicycle trick high in the air.,A person rides a bike.
contradiction,The young man is performing a bicycle trick high in the air.,A man performs tricks on a skateboard.
entailment,Two people dancing outside.,Two people dancing.
contradiction,Two people dancing outside.,Two people on the beach.
neutral,Two people dancing outside.,Some people doing something somewhere.
neutral,"A person riding a bike, doing a very high jump.",The biker is a professional.
contradiction,"A person riding a bike, doing a very high jump.",The zombie loves his bike.
entailment,"A person riding a bike, doing a very high jump.",The person on the bike is jumping.
contradiction,A woman and man are dancing on grass.,There are people playing instruments in the parking lot.
neutral,A woman and man are dancing on grass.,There is a couple that is swaying to the music.
entailment,A woman and man are dancing on grass.,There is a couple in love dancing in the field.
contradiction,A bmx biker is in midair attempting a trick.,The person is riding roller blades
neutral,A bmx biker is in midair attempting a trick.,The person is a boy
entailment,A bmx biker is in midair attempting a trick.,A person is riding a bmx bike
contradiction,A boy does a trick on a bike in the woods.,A boy laying down doing nothing.
neutral,A boy does a trick on a bike in the woods.,A boy on his bike trying to do tricks in the forrest.
entailment,A boy does a trick on a bike in the woods.,A kid is on a bike around a lot of trees.
entailment,A man in a striped shirt is dancing with a woman in a white dress.,A man is dancing.
contradiction,A man in a striped shirt is dancing with a woman in a white dress.,A man and woman are naked dancing.
neutral,A man in a striped shirt is dancing with a woman in a white dress.,A man and woman are at a party.
entailment,Two girls with orange shirts.,There are two girls.
neutral,Two girls with orange shirts.,Two young girls with bright orange shirts.
contradiction,Two girls with orange shirts.,Two girls with green shirts.
neutral,Men laying down for a nap.,The firefighters are resting between calls.
contradiction,Men laying down for a nap.,The men are skiing.
entailment,Men laying down for a nap.,The men are in need of rest.
