similarity,sentence1,sentence2
2,white dog running towards red frisbee grass,white dog outside chasing frisbee
0,people riding bikes trail,people walking next bikes sidewalk
2,people riding bikes trail,people bikes
1,people riding bikes trail,family taking weekend bike ride local trail
0,cat watching dog toy,dog sleeping
2,cat watching dog toy,dog playing
1,cat watching dog toy,cat angry
1,runner softball game slides home catcher tries tag,runner playing softball
0,runner softball game slides home catcher tries tag,runner sleeping
2,runner softball game slides home catcher tries tag,runner slides home catcher tries tag
1,brownhaired man glasses wearing black suit blue shirt pink striped tie walking street,professor late school meeting
2,brownhaired man glasses wearing black suit blue shirt pink striped tie walking street,man wearing clothes
0,brownhaired man glasses wearing black suit blue shirt pink striped tie walking street,man eating restaurant
0,shirtless man laughing friend posing picture drink hand,man writing chalk sidewalk
1,shirtless man laughing friend posing picture drink hand,man drinking soda
2,shirtless man laughing friend posing picture drink hand,man laughs someone
0,girl wheelchair next girl red tshit red spots face,two girls running together
1,girl wheelchair next girl red tshit red spots face,two siblings hospital
2,girl wheelchair next girl red tshit red spots face,two girls acne
2,couple play board game friends drinking apple cider,friends playing board game
1,couple play board game friends drinking apple cider,playing monopoly
0,couple play board game friends drinking apple cider,people watching football game
0,couple sits friends play board game,group playing video games
2,couple sits friends play board game,couple people like
1,couple sits friends play board game,group getting ready play king tokyo
1,two people man blue shirt woman hoodie playing board games drinking mason jars,two people couple
0,two people man blue shirt woman hoodie playing board games drinking mason jars,three dogs
2,two people man blue shirt woman hoodie playing board games drinking mason jars,two people man blue shirt woman hoodie
1,group young adults gathers around floor play complex board game,college students play risk break
2,group young adults gathers around floor play complex board game,20somethings play game
0,group young adults gathers around floor play complex board game,group young adults play cards table
2,couple playing board game,people playing game
1,couple playing board game,couple playing game life
0,couple playing board game,five people playing board game
1,skier flies cliff,skier looks terrified
2,skier flies cliff,skier outside going cliff
0,skier flies cliff,skier taking bath
1,two people carry bags unpaved road,people men carrying luggage
2,two people carry bags unpaved road,people walking dirt road outside
0,two people carry bags unpaved road,people walking paved busy street
0,two women seem enjoying ocean one dancing contemplates,family visits beach day fun
2,two women seem enjoying ocean one dancing contemplates,couple people beach
1,two women seem enjoying ocean one dancing contemplates,sisters shore enjoying ocean way
0,white man glasses holds hands midsentence,asian man interupts group
2,white man glasses holds hands midsentence,human eyesight correction device
1,white man glasses holds hands midsentence,man makes point order town meeting
2,three men competing hurdle race,men competing race
1,three men competing hurdle race,men running race
0,three men competing hurdle race,three men playing football
2,three men patio apartment crowded city,men enjoying city skyline
1,three men patio apartment crowded city,men playing cards patio
0,three men patio apartment crowded city,women drinking patio
0,three men running track field race involving hurdles,three woman bar dancing
2,three men running track field race involving hurdles,three men running hurdles
1,three men running track field race involving hurdles,three men competing hurdle race olympics
0,three runners track two jumping hurdles,two runners track two jumping hurdles
1,three runners track two jumping hurdles,three sad runners track two jumping hurdles
2,three runners track two jumping hurdles,three runners track two jumping
1,three men racing jumping hurdles,olympic track team practices
2,three men racing jumping hurdles,three men jumping hurdles
0,three men racing jumping hurdles,man reads kindle
1,three men jumping hurdles race,men finishing hurdle race
2,three men jumping hurdles race,men racing
0,three men jumping hurdles race,men competing indoors
1,man wearing white shirt back viewer goes past three people going opposite direction,doctor walking hallway hospital passes three doctors
0,man wearing white shirt back viewer goes past three people going opposite direction,man standing still room
2,man wearing white shirt back viewer goes past three people going opposite direction,man walks past three people
1,girl pink shirt man white shirt walking field,man walking field woman
2,girl pink shirt man white shirt walking field,girl pink shirt
0,girl pink shirt man white shirt walking field,couple sleep
2,person snowboard jumps cliff snow,snowboarder performs jump
0,person snowboard jumps cliff snow,person skiing hill
1,person snowboard jumps cliff snow,snowboarder competes gold olympics
2,man blue red face paint poses picture woman,man woman together
0,man blue red face paint poses picture woman,dog wanders street
1,man blue red face paint poses picture woman,man woman game together
0,everyone staring guy wearing unusual clothing,everyone playing bingo
1,everyone staring guy wearing unusual clothing,guy wearing womens clothing
2,everyone staring guy wearing unusual clothing,everyone looking thing
1,man walking next little boy wearing backpack,sad man walking next little boy wearing backpack
2,man walking next little boy wearing backpack,person walking next little boy wearing backpack
0,man walking next little boy wearing backpack,woman walking next little boy wearing backpack
2,man walking street small boy,man walks street
1,man walking street small boy,father son walk toward ice cream truck
0,man walking street small boy,two little boys run street
1,man wearing dark clothing talk young boy walking sidewalk,man son outside
1,man wearing dark clothing talk young boy walking sidewalk,man dark clothes talking son
0,man wearing dark clothing talk young boy walking sidewalk,men fighting boxing match
2,man wearing dark clothing talk young boy walking sidewalk,man dark clothes talking young boy
0,man wearing dark clothing talk young boy walking sidewalk,man dark clothes middle road
0,man wearing dark clothing talk young boy walking sidewalk,man walks young girl
1,man wearing dark clothing talk young boy walking sidewalk,child lured abducted
2,man wearing dark clothing talk young boy walking sidewalk,man talks kid thy walk side street
0,man wearing dark clothing talk young boy walking sidewalk,women exercising sidewalk path
2,man wearing dark clothing talk young boy walking sidewalk,man talks young boy
1,man wearing dark clothing talk young boy walking sidewalk,guy scolds kid playing street walk sidewalk
2,man wearing dark clothing talk young boy walking sidewalk,man boy take stroll outside
2,man wearing dark clothing talk young boy walking sidewalk,two males outside
0,man wearing dark clothing talk young boy walking sidewalk,woman talks little girl walk street
1,man wearing dark clothing talk young boy walking sidewalk,man walks son sidewalk
1,young woman poses man face paint,people carnival
2,young woman poses man face paint,young woman man painted
0,young woman poses man face paint,people hospital getting tests
2,musicians performing rock concert,people playing music
0,musicians performing rock concert,musicians performing
1,musicians performing rock concert,large audience
1,boy backpack walking,boy walks school
0,boy backpack walking,boy sitting bus
2,boy backpack walking,boy walking
1,conductor agitated performance,conductor agitated musicians messing performance
2,conductor agitated performance,conductor happy
0,conductor agitated performance,conductor happy performance
2,hippie trying tell people believes dressed colorful clothes,hippie sharing beliefs trying convert people
1,hippie trying tell people believes dressed colorful clothes,hippie passing pamphlets
0,hippie trying tell people believes dressed colorful clothes,hippie sitting around bonfire singing song
1,man overalls plays guitar sings,man singing original song
2,man overalls plays guitar sings,man musician
0,man overalls plays guitar sings,woman playing guitar
1,three boys lounge outdoor basketball court,people basketball court planning start playing game
0,three boys lounge outdoor basketball court,group girls playing basketball court
2,three boys lounge outdoor basketball court,three people basketball court thats outside
1,man wears white turban outside,man indian
2,man wears white turban outside,man outside
0,man wears white turban outside,man inside
0,man dressed turban blue brown robe,girl bikini beach
1,man dressed turban blue brown robe,muslim man going temple
2,man dressed turban blue brown robe,man dressed traditional middleeastern attire
0,man white turban blue shirt plaid shirt underneath,man took white turban left two shirts
2,man white turban blue shirt plaid shirt underneath,man wearing turban also blue shirt plaid shirt
1,man white turban blue shirt plaid shirt underneath,man wearing turban two shirts feeling hot
2,aged middleeastern man looking right wearing white robe gold embroidery,man wearing white
0,aged middleeastern man looking right wearing white robe gold embroidery,man dressed penguin
1,aged middleeastern man looking right wearing white robe gold embroidery,man hotel
1,aged middleeastern man looking right wearing white robe gold embroidery,middle eastern man priest
0,aged middleeastern man looking right wearing white robe gold embroidery,middleeastern man wearing red robe
1,aged middleeastern man looking right wearing white robe gold embroidery,middleeastern man wearing white robe gold embroidery religious
0,aged middleeastern man looking right wearing white robe gold embroidery,man wearing vest
1,aged middleeastern man looking right wearing white robe gold embroidery,tall man looking
2,aged middleeastern man looking right wearing white robe gold embroidery,middle aged man wearing white robe
0,aged middleeastern man looking right wearing white robe gold embroidery,woman dancing money large crowd people
2,aged middleeastern man looking right wearing white robe gold embroidery,man looking somewhere
2,aged middleeastern man looking right wearing white robe gold embroidery,middleeastern man wearing robe thats white
1,aged middleeastern man looking right wearing white robe gold embroidery,man wearing white robe wearing due religious reasons
0,aged middleeastern man looking right wearing white robe gold embroidery,nobody looking
2,aged middleeastern man looking right wearing white robe gold embroidery,man robe looking right
1,white dog black chest piece runs along shore grainy beach,dog wet
0,white dog black chest piece runs along shore grainy beach,dog chasing elephant
2,white dog black chest piece runs along shore grainy beach,dog sand paws
2,woman dressed uniquely yellow red blue holding pan standing front various food,woman holding pan stands front food
1,woman dressed uniquely yellow red blue holding pan standing front various food,woman holding pan stands front bacon
0,woman dressed uniquely yellow red blue holding pan standing front various food,woman attacks intruder pan
2,woman wearing bright red shirt yellow jacket ladling something metal pan surrounded fresh produce outdoor market,woman wearing red
0,woman wearing bright red shirt yellow jacket ladling something metal pan surrounded fresh produce outdoor market,woman skiing mountain
1,woman wearing bright red shirt yellow jacket ladling something metal pan surrounded fresh produce outdoor market,woman happy
1,african american woman seems selling making health foods,woman selling apples spinach
0,african american woman seems selling making health foods,woman watching tv home
2,african american woman seems selling making health foods,woman selling health food
1,white dog wearing orange clothing running grass,dog hates orange sweater
2,white dog wearing orange clothing running grass,dog wearing clothing
0,white dog wearing orange clothing running grass,cat wearing clothing
1,golden retriever running short grass wearing orange outfit,golden retriever chasing tennis ball
0,golden retriever running short grass wearing orange outfit,dog poodle
2,golden retriever running short grass wearing orange outfit,golden retriever running grass
2,dog wearing orange vest scampers playfully across grass,dog apparel outside
0,dog wearing orange vest scampers playfully across grass,dog swimming pool
1,dog wearing orange vest scampers playfully across grass,dog plays park vet trip
2,beige dog orange vest running withering grass,dog running grass
1,beige dog orange vest running withering grass,female beige dog vest running withering grass
0,beige dog orange vest running withering grass,dog blue vest running green grass
2,woman dressed forks attached head body,woman dressed
0,woman dressed forks attached head body,woman taking shower
1,woman dressed forks attached head body,woman circus act
0,young lady decorating halloween,lady taking bubble bath
1,young lady decorating halloween,woman decorating witch
2,young lady decorating halloween,woman getting ready halloween
2,woman face painted wears silverware like necklace crown,woman face painted
0,woman face painted wears silverware like necklace crown,man lying
1,woman face painted wears silverware like necklace crown,woman wears odd jewelry grandparents silver collection
1,two opposing team members engaged game hockey,two best teams opposing hockey world cup
0,two opposing team members engaged game hockey,team staying hotel
2,two opposing team members engaged game hockey,two opposing team playing hockey
1,olympic sand court covered rain,rain dark object
2,olympic sand court covered rain,rain object
0,olympic sand court covered rain,everything dry
0,volleyball team preparing match rainstorm,white dog sleeping campfire
1,volleyball team preparing match rainstorm,team female volleyball players trying find equipment rainstorm
2,volleyball team preparing match rainstorm,team volleyball players getting ready play
0,painted woman decorated kitchen utensils,woman painting chair
1,painted woman decorated kitchen utensils,woman spatula stomach
2,painted woman decorated kitchen utensils,woman painted
1,really sure group,group girls
2,really sure group,group something confusing
0,really sure group,happening obvious
2,large brown dog stands choppy water,dog water
1,large brown dog stands choppy water,dog jumped water chasing tennis ball
0,large brown dog stands choppy water,dog running grass
1,wrinkled dog wading shallow water,dog pool
2,wrinkled dog wading shallow water,dog water
0,wrinkled dog wading shallow water,dog running grass
2,dog standing shallow part ocean waves splash around,dog standing among waves ocean
0,dog standing shallow part ocean waves splash around,dog running grass
1,dog standing shallow part ocean waves splash around,dog getting wet ocean
2,large brown dog walking water ocean,dog water
1,large brown dog walking water ocean,male dog water
0,large brown dog walking water ocean,chicken coop
1,dog standing water,dog poodle
0,dog standing water,dog dry
2,dog standing water,dog wet
2,woman blue shirt two men someone else orange shorts playing volleyball,woman wearing blue
1,woman blue shirt two men someone else orange shorts playing volleyball,woman happy
0,woman blue shirt two men someone else orange shorts playing volleyball,woman swimming sharks
1,three men two wearing black pants one wearing orange shorts front soccer net girl wearing blue shirt,three men soccer net team
0,three men two wearing black pants one wearing orange shorts front soccer net girl wearing blue shirt,three men basketball hoop
2,three men two wearing black pants one wearing orange shorts front soccer net girl wearing blue shirt,three men soccer net
2,three old fashioned telephone booths street filled people,three old fashioned telephone booths
0,three old fashioned telephone booths street filled people,two phone booths
1,three old fashioned telephone booths street filled people,telephone booths display street
1,people playing field next net,people playing tennis
0,people playing field next net,people dead
2,people playing field next net,people playing
1,4 people play soccer,group people playing soccer trying team
2,4 people play soccer,group people playing sport
0,4 people play soccer,group people playing baseball
2,man juggling five orange balls,man average juggling
1,man juggling five orange balls,orange balls half
0,man juggling five orange balls,sucking orange balls man juggles two things
0,young oriental boy word search puzzle sitting chair near window,young american girl watching television
2,young oriental boy word search puzzle sitting chair near window,young oriental boy word search puzzle sitting
1,young oriental boy word search puzzle sitting chair near window,young boy smart
1,people walking along street large billboard,people walking market
0,people walking along street large billboard,people running along street large billboard
2,people walking along street large billboard,people outside
1,group male runners race,two people winning
2,group male runners race,male runners running
0,group male runners race,men walking bar
1,people running race bystanders watching,people watching special olympics race
2,people running race bystanders watching,people outdoors
0,people running race bystanders watching,people standing crowded room
1,group men running race surrounded spectators,men race
0,group men running race surrounded spectators,race
2,group men running race surrounded spectators,people watching runners
2,scene competitive marathon including several participants crowdlined city street,runner competing marathon people look
1,scene competitive marathon including several participants crowdlined city street,group female runners leading race
0,scene competitive marathon including several participants crowdlined city street,little kids running street
2,group runners road outside wearing shortsleeved shirts shorts run towards camera group bystanders lining street watch,people run camera
1,group runners road outside wearing shortsleeved shirts shorts run towards camera group bystanders lining street watch,camera photographs race
0,group runners road outside wearing shortsleeved shirts shorts run towards camera group bystanders lining street watch,people sitting couch
0,men construction road,men construction house
2,men construction road,men working outside
1,men construction road,construction crew fixes road big storm
0,workers paving road using concrete,workers building space vessel
2,workers paving road using concrete,workers outside
1,workers paving road using concrete,workers sweating
0,several construction working laying cement,workers enjoy beer work
1,several construction working laying cement,workers lay cement hot day
2,several construction working laying cement,workers lay cement
2,construction workers safety vests work light rail tracks,group construction workers repair railroad tracks
1,construction workers safety vests work light rail tracks,group male construction workers repair railroad tracks cloudy day
0,construction workers safety vests work light rail tracks,fish nibbles bunch seaweed
0,constructions workers smoothing freshly poured concrete,people enjoying running concrete
1,constructions workers smoothing freshly poured concrete,fresh poured concrete smoothed workers nobody destroys
2,constructions workers smoothing freshly poured concrete,fresh poured concrete smoothed workers
2,nerdy young man saluting flag drill hand hard hat head,man salutes flag
0,nerdy young man saluting flag drill hand hard hat head,hatrack completely full
1,nerdy young man saluting flag drill hand hard hat head,construction worker new york city remembers 911
0,worker man hard hat drill saluting american flag background,man eating popcorn movies
1,worker man hard hat drill saluting american flag background,man united states
2,worker man hard hat drill saluting american flag background,man working
2,small boy running catch ball,small boy runs catch ball
0,small boy running catch ball,small boy crying chocolate
1,small boy running catch ball,small boy runs ground
0,something seems better nothing young adult male plays violin near entrance store violin case open ready accept tips fans,man sleeping floor outdoors begging money
1,something seems better nothing young adult male plays violin near entrance store violin case open ready accept tips fans,man trying make enough money pay next meal
2,something seems better nothing young adult male plays violin near entrance store violin case open ready accept tips fans,man playing music outdoors trying make money
0,part audience woman black top drinks beer sitting park,man white tshirt sits asleep car
2,part audience woman black top drinks beer sitting park,female audience member black imbibes brewed beverage
1,part audience woman black top drinks beer sitting park,woman outside
1,man playing instrument trying make money case open,man playing guitar
2,man playing instrument trying make money case open,man making money music
0,man playing instrument trying make money case open,man listening radio
0,young boy green beige uniform reaching catch ball glove,soccer hands sport
1,young boy green beige uniform reaching catch ball glove,person playing game baseball
2,young boy green beige uniform reaching catch ball glove,player making catch
0,young woman wades across stream carrying box,woman swimming pool pudding
2,young woman wades across stream carrying box,woman water
1,young woman wades across stream carrying box,young woman carrying large box jewelry stream
0,three young males sitting basketball court night,four young males sitting basketball court night
2,three young males sitting basketball court night,boys basketball court
1,three young males sitting basketball court night,boys finished playing night game ball
1,woman wearing maroon hoodie holding black object wades shallow water bridge,woman holding purse goes water
1,woman wearing maroon hoodie holding black object wades shallow water bridge,womans feet getting wet wades queens bridge
1,woman wearing maroon hoodie holding black object wades shallow water bridge,woman wading towards shore
2,woman wearing maroon hoodie holding black object wades shallow water bridge,woman wearing sweater
2,woman wearing maroon hoodie holding black object wades shallow water bridge,woman wearing hoodie
0,woman wearing maroon hoodie holding black object wades shallow water bridge,hoodie black
2,woman wearing maroon hoodie holding black object wades shallow water bridge,woman water holding sort object
0,woman wearing maroon hoodie holding black object wades shallow water bridge,woman feet
1,woman wearing maroon hoodie holding black object wades shallow water bridge,woman trying make clean getaway cops
1,woman wearing maroon hoodie holding black object wades shallow water bridge,hoodie warm
0,woman wearing maroon hoodie holding black object wades shallow water bridge,woman top house
2,woman wearing maroon hoodie holding black object wades shallow water bridge,woman wearing maroon hoodie
2,woman wearing maroon hoodie holding black object wades shallow water bridge,womans feet getting wet
0,woman wearing maroon hoodie holding black object wades shallow water bridge,woman wearing white hoodie
0,woman wearing maroon hoodie holding black object wades shallow water bridge,woman bikini swimming deep water
1,white female wearing hooded maroon sweater carries object across shallow river,woman carrying water back home
0,white female wearing hooded maroon sweater carries object across shallow river,woman wearing green tank top
2,white female wearing hooded maroon sweater carries object across shallow river,woman outside water
2,group people black shirts walking wet cement park,group people walking park
1,group people black shirts walking wet cement park,group friends cut park way home bar
0,group people black shirts walking wet cement park,group people watch movie theater
2,image group people walking wide walkway multistory buildings background,several people photo outside
1,image group people walking wide walkway multistory buildings background,group taking tour historical downtown london
0,image group people walking wide walkway multistory buildings background,group part amateur rugby team kicking
1,students blue jeans way school,student spirt day jean day great success
2,students blue jeans way school,look kids cool blue jeans
0,students blue jeans way school,football team practices blue jeans
1,group people walking along path trees benches,learning nature
0,group people walking along path trees benches,inside meeting
2,group people walking along path trees benches,walking outside
1,brown dog running across grass,brown dog running across grass chasing green tennis ball
2,brown dog running across grass,brown dog running
0,brown dog running across grass,brown dog taking nap bench park
2,young boy appears 9 10 years old fishing creek overpass,child fishing side road
0,young boy appears 9 10 years old fishing creek overpass,boy sitting bank river fishing
1,young boy appears 9 10 years old fishing creek overpass,boy overpass holding fishing rod
0,brown dog runs field,brown dog sits couch
1,brown dog runs field,puppies running catch stick
2,brown dog runs field,dog outdoors
2,brown dog running grass,dog running outside
1,brown dog running grass,dog chasing squirrel
0,brown dog running grass,white dog laying beach
1,two women stand next water take picture disposable camera,women best friends
0,two women stand next water take picture disposable camera,women drowning
2,two women stand next water take picture disposable camera,women close water
1,two girls black white tops take photo next bay,two girls best friends
0,two girls black white tops take photo next bay,two girls swimming bay
2,two girls black white tops take photo next bay,two girls near water
0,young asian girl tube top holds camera get picture friend making peace sign,man taking picture two girls
2,young asian girl tube top holds camera get picture friend making peace sign,young girl taking picture
1,young asian girl tube top holds camera get picture friend making peace sign,young girl taking selfie friend post online
1,woman blue dress standing hand hip,woman standing hand hip waiting daughter come inside
2,woman blue dress standing hand hip,woman posturing
0,woman blue dress standing hand hip,man watching tv
2,two girls brown hair taking picture,two girls
1,two girls brown hair taking picture,two best friends taking selfies upload facebook
0,two girls brown hair taking picture,two girls eating dinner quietly restaurant
0,boy reads desk front closed blinds,boy snorting ritalin
1,boy reads desk front closed blinds,boy reading oliver
2,boy reads desk front closed blinds,boy reading
1,person red white black racing motorcycle,person red white black racing motorcycle riding country road
2,person red white black racing motorcycle,person motorcycle
0,person red white black racing motorcycle,person convertible races beach road
2,picture young man sunglasses sitting chair looking photo albums,young man wearing sunglasses pages albums photos
1,picture young man sunglasses sitting chair looking photo albums,young man remembering childhood looks books photos
0,picture young man sunglasses sitting chair looking photo albums,old man longer see
1,male baseball player preparing go bat,baseball player competing world series
0,male baseball player preparing go bat,woman playing softball
2,male baseball player preparing go bat,male baseball player
2,man stepping plate getting ready bat,man playing baseball
1,man stepping plate getting ready bat,man helmet
0,man stepping plate getting ready bat,man pitching
0,man red blue baseball uniform holding bar baseball field stadium,man get kicked pool swearing
1,man red blue baseball uniform holding bar baseball field stadium,man go hit home run team
2,man red blue baseball uniform holding bar baseball field stadium,man holding item sports stadium
1,baseball player wearing red white blue gets ready bat teammates stand behind watch,baseball player wearing red white blue gets ready bat teammates stand behind watch behind fence
2,baseball player wearing red white blue gets ready bat teammates stand behind watch,baseball player plays baseball
0,baseball player wearing red white blue gets ready bat teammates stand behind watch,baseball player wearing black gets ready bat father watches
0,woman blue dress stands bemused look face,woman wearing black dress
2,woman blue dress stands bemused look face,woman wearing dress
1,woman blue dress stands bemused look face,woman wearing blue shoes
0,group people winter coats stand front large building,group people sit stands game
1,group people winter coats stand front large building,group waits let building cold morning
2,group people winter coats stand front large building,group stands front building
0,man blue shirt sunglasses earmuffs fires pistol shooting range,man selling gun
1,man blue shirt sunglasses earmuffs fires pistol shooting range,man learning shoot gun
2,man blue shirt sunglasses earmuffs fires pistol shooting range,man fires pistol
0,man blue shirt shooting pistol shooting range,woman yellow shirt
2,man blue shirt shooting pistol shooting range,man blue shirt
1,man blue shirt shooting pistol shooting range,man blue shirt likes blue
2,young man firing handgun shooting range,young man ammunition
0,young man firing handgun shooting range,young man airplane
1,young man firing handgun shooting range,young man practicing join police force shooting range
0,man practicing shooting safety gear,man shoots ducks
1,man practicing shooting safety gear,man acting
2,man practicing shooting safety gear,man shoot
2,man firing handgun,man gun hand
0,man firing handgun,man waving hands
1,man firing handgun,man fires handgun target
2,man firing handgun,man holds gun
0,man firing handgun,woman holding knife
2,man firing handgun,man discharges firearm
1,man firing handgun,man shooting gun range
1,man firing handgun,person handgun using
0,man firing handgun,woman fires handgun
2,man firing handgun,handgun fired man
0,man firing handgun,handgun lying table
1,man firing handgun,man trying kill someone gun
1,man firing handgun,man appears waving handgun
0,man firing handgun,man holding bow arrow
2,man firing handgun,man fires handgun
1,man dresses military uniform looks microscope bald man white coat looks,bald man white coat looks man kill
2,man dresses military uniform looks microscope bald man white coat looks,man provided microscope
0,man dresses military uniform looks microscope bald man white coat looks,hair cannot regrow bald mans head
2,man us army uniform looks microscope scientist lab coat looks shoulder,two men next microscope
0,man us army uniform looks microscope scientist lab coat looks shoulder,two men running large hairy bear
1,man us army uniform looks microscope scientist lab coat looks shoulder,scientist shows next prototype army general
0,man us army uniform looks microscope scientist lab coat looks shoulder,two men looking telescope
2,man us army uniform looks microscope scientist lab coat looks shoulder,man uses scientific equipment subervision scientist
2,man us army uniform looks microscope scientist lab coat looks shoulder,two men together one wearing army uniform viewing microscope wears lab coat
1,man us army uniform looks microscope scientist lab coat looks shoulder,man us army uniform conducts expirements
0,man us army uniform looks microscope scientist lab coat looks shoulder,opera singer sings opera
0,man us army uniform looks microscope scientist lab coat looks shoulder,scientist uses microscope
2,man us army uniform looks microscope scientist lab coat looks shoulder,man looking microscope
2,man us army uniform looks microscope scientist lab coat looks shoulder,scientist watches man army uniform look microscope
1,man us army uniform looks microscope scientist lab coat looks shoulder,two men trying analyze bacterial sample
1,man us army uniform looks microscope scientist lab coat looks shoulder,two men identify source disease
1,man us army uniform looks microscope scientist lab coat looks shoulder,scientist army guy solve mystery microscope
0,man us army uniform looks microscope scientist lab coat looks shoulder,scientist shows army general destroy mankind
2,uniformed member us military looking microscope,soldiers
0,uniformed member us military looking microscope,normal clothes
1,uniformed member us military looking microscope,working hard
0,solider wagar peers microscope someone white smock looks,people looking space telescope
1,solider wagar peers microscope someone white smock looks,soldiers looking microscope virus
2,solider wagar peers microscope someone white smock looks,people looking microscope
1,american soldier looking microscope man behind,man behind soldier teacher
0,american soldier looking microscope man behind,soldier american
2,american soldier looking microscope man behind,soldier man behind
1,man white hoodie relaxes chair fountain,man enjoys sound fountain sits near
2,man white hoodie relaxes chair fountain,guy chilling fountain
1,man white hoodie relaxes chair fountain,drink fountain
0,man white hoodie relaxes chair fountain,man stresses sweats meeting
0,man white hoodie relaxes chair fountain,woman chair
1,man white hoodie relaxes chair fountain,man looking fountian
2,man white hoodie relaxes chair fountain,man relaxes chair
2,man white hoodie relaxes chair fountain,guy hooded sweater relaxes
0,man white hoodie relaxes chair fountain,turtle eating leaf
2,man white hoodie relaxes chair fountain,man chair
0,man white hoodie relaxes chair fountain,man wades fountain
0,man white hoodie relaxes chair fountain,man sitting fountain
1,man white hoodie relaxes chair fountain,guy chilling ny fountain waiting mom
2,man white hoodie relaxes chair fountain,man sitting
1,man white hoodie relaxes chair fountain,man smokes cigarette fountain
2,young boy white paddling small boat hands,boy moving boat
1,young boy white paddling small boat hands,boat moving fast
0,young boy white paddling small boat hands,boat still
1,woman red sleeve shirt black shorts running,woman training
0,woman red sleeve shirt black shorts running,man eating chips
2,woman red sleeve shirt black shorts running,woman exercising
2,female athlete crimson top dark blue shorts running street,someone running outside
0,female athlete crimson top dark blue shorts running street,woman sitting white couch
1,female athlete crimson top dark blue shorts running street,woman training run bostom marathon
2,young woman running marathon,woman running
1,young woman running marathon,woman winning marathon
0,young woman running marathon,man running marathon
2,young women running marathon,female running outside
1,young women running marathon,woman running boston marathon
0,young women running marathon,woman eating gallon ice cream
2,child green one piece suit walking past store window,kid wearing green
0,child green one piece suit walking past store window,kid blue one piece
1,child green one piece suit walking past store window,kid female
2,lady blue dress riding scooter,woman outside
1,lady blue dress riding scooter,woman riding scooter lunch
0,lady blue dress riding scooter,woman dancing bar
0,brunette woman blueish dress black bag riding scooter city street,nobody dress
2,brunette woman blueish dress black bag riding scooter city street,woman travels road scooter
0,brunette woman blueish dress black bag riding scooter city street,woman rides skateboard
1,brunette woman blueish dress black bag riding scooter city street,woman blue scooter
1,brunette woman blueish dress black bag riding scooter city street,woman takes scooter work
0,brunette woman blueish dress black bag riding scooter city street,woman walking sidewalk
2,brunette woman blueish dress black bag riding scooter city street,woman rides street bag
1,brunette woman blueish dress black bag riding scooter city street,tall person dress
2,brunette woman blueish dress black bag riding scooter city street,person dress
1,brunette woman blueish dress black bag riding scooter city street,wearing helmet
2,brunette woman blueish dress black bag riding scooter city street,person blue travels city
2,brunette woman blueish dress black bag riding scooter city street,woman rides scooter
1,brunette woman blueish dress black bag riding scooter city street,woman rides vespa city
0,brunette woman blueish dress black bag riding scooter city street,woman cooks kitchen
0,brunette woman blueish dress black bag riding scooter city street,woman drives car farm field
2,woman blue dress outside riding scooter,woman riding scooter
1,woman blue dress outside riding scooter,woman riding scooter go shopping
0,woman blue dress outside riding scooter,man wearing blue dress
2,woman blue print dress going street scooter,woman dress riding road
0,woman blue print dress going street scooter,man going street scooter
1,woman blue print dress going street scooter,woman long flowing blue dress going store scooter
2,group people sitting round table outside eating,people outside
0,group people sitting round table outside eating,people inside standing near table drinking
1,group people sitting round table outside eating,people eating meal table tree
2,engineer taking readings machine,engineer reading machine
1,engineer taking readings machine,engineer analyzing output machine
0,engineer taking readings machine,engineer sleeping desk
1,person white sweatshirt sitting chair near pond monument,person chair smoking drinking
0,person white sweatshirt sitting chair near pond monument,person driving tractor trailer
2,person white sweatshirt sitting chair near pond monument,person sitting chair
0,boy flip grass,kid running president
2,boy flip grass,kid playing outside
1,boy flip grass,kid acrobat training
2,two young girls looking camera,two girls look camera
1,two young girls looking camera,girls sisters
0,two young girls looking camera,girls look television
1,man woman two boys sitting bench,boys talking
0,man woman two boys sitting bench,bench emply
2,man woman two boys sitting bench,people sitting bench
1,olympic soccer players playing match,american olympic soccer players playing match
0,olympic soccer players playing match,olympic soccer players bar celebrating
2,olympic soccer players playing match,olympic soccer players playing soccer
0,person wearing white hoodie gazes across water washington monument dusk,person wearing brown hoodie looking body water
1,person wearing white hoodie gazes across water washington monument dusk,person outside waiting friend bring burger
2,person wearing white hoodie gazes across water washington monument dusk,person outside looking monument
1,one girl helping another take picture digital camera,girl showing another girl camera works
2,one girl helping another take picture digital camera,girl taking picture
0,one girl helping another take picture digital camera,two girls singing
0,two children take picture something distance,two men take picture something distance
1,two children take picture something distance,two asian children take picture something distance
2,two children take picture something distance,two kids take picture something distance
2,two young girls holding camera together,couple kids camera
0,two young girls holding camera together,girls holding scissors
1,two young girls holding camera together,couple girls taking selfie
2,two young kids looking camera,camera front kids
1,two young kids looking camera,two young kids brothers
0,two young kids looking camera,two young kids looking
1,children white uniforms sitting green desks listening teacher,children sitting desks tests front
2,children white uniforms sitting green desks listening teacher,children sitting desks
0,children white uniforms sitting green desks listening teacher,children bus
2,man woman holding two young boys sitting park bench posing photograph,people sitting
0,man woman holding two young boys sitting park bench posing photograph,man took two daughters ice skating
1,man woman holding two young boys sitting park bench posing photograph,family vacation
0,woman sitting orange mat sidewalk,woman riding bike sidewalk
